ID,Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,OfficialReport,Surprise,Joking
1.24514E+18,That moment you realize your new medication has side effects identical to corona virus symptoms how will I know?,0,0,0,0,1,0,0,0,0,1,0
1.24521E+18,books and wine are two of the greatest pleasures. Perfect for seeing us through covid19. Stay safe.,0,1,0,0,0,0,0,0,0,0,1
1.24523E+18,"Three teams are fighting Covid19 day night: 1: Doctors, Nurses, Policemen. 2: Khans PR team. 3: IT cell",1,1,0,0,0,0,0,0,0,0,0
1.24786E+18,"Six new coronavirus cases reported in Karnataka, taking state's tally at 181 CoronavirusOutbreak CautionYesPanicNo",0,0,0,0,0,0,0,0,1,0,0
1.24517E+18,Watch the government play off Corona virus as a big April Fools Joke,0,0,0,0,0,0,0,0,0,0,1
1.24525E+18,"A lot of chatter about 16000 staff for the Nightingale Pop Up Hospital, but where are they coming from? Covid19",0,0,0,0,1,0,0,1,0,1,0
1.24518E+18,if i dont survive this corona virus pandemic then just know that it was that dumb bitch carole baskins that killed me,0,0,0,1,0,0,0,0,0,0,1
1.24515E+18,Anyone have a good roundup of what the countrys billionaires have done to respond to the coronavirus?,0,0,0,0,0,0,1,0,0,0,0
1.24521E+18,"CORONAVIRUS TRUMP Wed, 1 Apr 2020 00:00:00 CDT",1,0,0,0,0,0,0,0,1,1,0
1.24524E+18,what's the procedure for corona testing guys?? the whole village needs to get tested A.S.A.P..,0,0,0,0,1,0,0,0,0,1,0
1.24516E+18,"My folks ordered pizza and now they doing the most to make sure its corona free, bitch why did yall order pizza then",0,0,0,0,0,0,1,0,0,0,1
1.24786E+18,"I wonder what's gonna come next, first Kobe and now Corona... What's next?",0,0,0,1,0,0,1,0,0,0,0
1.24517E+18,The problem of poverty has now covered the cover of religion. The issue has changed. There is relief from corona. All is well,1,0,0,0,1,0,0,0,0,0,0
1.24517E+18,envious of pigeons poo brains 2day. they dont worry about coronavirus cos they dont have any thoughts,0,0,0,0,1,0,0,0,0,0,1
1.24518E+18,Pushing the free therapy for health care workers when this COVID19 Arc is coming 2 an end.,0,1,1,0,0,0,0,0,0,0,0
1.24523E+18,PLEASE bring back AllAmerican whenever this corona over Im begging you,0,0,0,0,0,0,0,0,0,0,1
1.24514E+18,Emergency warning signs for COVID19: -new confusion or inability to arouse thatcouldmeananything but -bluish lips or face thatsjustscary,0,0,0,0,1,0,0,0,1,0,0
1.24517E+18,"I hope this corona virus was one big ass joke, good one world",0,0,0,1,1,0,0,0,0,0,1
1.24514E+18,"neighbours, if u can hear me coughing, it's because my water went down the wrong hole and NOT because I have corona",0,0,0,0,0,0,0,0,0,0,1
1.24515E+18,Corona its like a strange unreal horror movie everybody out there stay strong stay home and take care much love for all of you,0,0,1,0,0,1,0,0,0,0,0
1.24777E+18,Western countries busy in fighting against Covid_19. Result: terrorisme stoped world wide.,1,0,0,0,0,0,1,1,0,1,0
1.24515E+18,Im not a conspiracy theorist... But why did China set off a bioweapom (coronavirus)? And how are they profiting off it?,0,0,0,0,0,0,0,1,0,1,0
1.24523E+18,Those white butterfly clearly gave us a clear signal that something bad is going to happen.... Corona Virus.,0,0,0,1,1,1,0,0,0,0,0
1.24522E+18,So when is corona gonna say April fools its the 1st already,0,0,0,0,0,0,0,0,0,0,1
1.24786E+18,Never heard or seen a better thing for this Corona curfew enforcement,1,1,0,0,0,0,0,0,0,0,0
1.24516E+18,And now we get to play the guessing game - is it allergies or might I have already given my wife a deadly illness. COVID19,0,0,0,0,1,0,0,0,0,0,1
1.24515E+18,Do you know whos also at risk for the corona virus? People who live in apartment buildings,0,0,0,0,1,0,1,0,0,1,0
1.24515E+18,"My masks arrived finally, from Hong Kong, washed the masks twice in dettol! No such thing as being extra cautious! coronavirus",0,0,0,0,1,0,0,0,0,0,1
1.24525E+18,"CoronavirusUpdate 38 coronavirus deaths in India, 1,637 positive cases. CoronavirusOutbreak",0,0,0,0,0,0,0,0,1,0,0
1.24525E+18,Mr Amir Khan should also come speak to fellow Muslims to obey medical necessity to fight Corona.,1,0,0,0,0,0,1,0,0,0,0
1.24522E+18,"Me and Elise have been trying to hang out around our schedules, and then corona came by and fucked it all up",0,0,0,0,0,1,0,0,0,0,1
1.24521E+18,"Sooo, *has* anybody made a fan OC of COVID-19 for the Cells at Work world?",1,0,0,0,0,0,1,0,0,1,1
1.24516E+18,ChrisCuomo weeping for us all coronavirus Pray FirstResponders QuarantineLife family faith,0,0,1,0,0,0,0,0,0,0,0
1.24515E+18,"Michelle: Im gonna take a nap, wake me up when corona is over *earthquake happens* Me: Damn God said Ill wake you up now",0,0,0,0,1,0,1,0,0,0,1
1.24525E+18,PTI_News: COVID-19 toll in Maharashtra now 12 after death of two more coronavirus positive patients: Health official,0,0,0,0,0,0,0,0,1,0,0
1.24516E+18,i blame the coronavirus on Wal-Mart no longer being open 24/7. life was good before they implemented their new hours,0,0,0,0,0,1,1,0,0,0,0
1.24522E+18,N ofcourse theres a Hyperstick right now on ebay for 75 shipped COVID19 fucking up my swag right now,0,0,0,0,0,0,1,0,0,0,0
1.24514E+18,Make corona finish,1,0,0,1,1,1,0,0,0,0,1
1.24523E+18,By the end of this COVID19 crisis Im determined to be able to speak coherent Romanian. Then Im moving on to German with a friend.,1,0,0,0,0,0,0,0,0,0,0
1.24515E+18,my parents are being so over dramatic about corona. like grandpas lived long enough.... chill,0,0,0,0,0,0,1,0,0,0,1
1.24525E+18,Satellite images show decline in air pollution over Italy amid coronavirus lockdown.,1,0,0,0,0,1,0,0,1,0,0
1.24525E+18,Wacha hii lock down ya corona iishe is the new I'll let you know by ladies.,0,0,0,1,0,0,0,0,0,0,1
1.24515E+18,"What coronavirus is he talking about? The one that's been around for 1,000's of years or Novel COVID19?",0,0,0,0,0,0,1,1,0,0,0
1.24515E+18,someone threw a corona virus party with 40 people in a 550sft apt with a whole ass dj in there..,0,0,0,0,0,0,1,0,0,1,0
1.24521E+18,Need to get my sleep schedule together if corona decides to get better and I gotta go back to work no? Ok.,0,0,0,0,0,0,0,0,0,0,1
1.24524E+18,True. Human rights says alot regarding the disposal of the deadbody.! lka COVID19,1,1,0,0,0,0,0,0,0,1,0
1.24516E+18,Im working on a new blog about how COVID19 is changing collegiate learning. Heres the at-home setup.,1,0,0,0,0,1,0,0,1,1,0
1.24523E+18,i think its time for you to announce that this corona shit was an april fools prank thanks,0,0,0,0,1,0,0,0,0,0,1
1.24515E+18,The Coronavirus is a good lesson and reminder that the American people need a new government and a reliable source of information.,0,0,0,0,0,0,1,0,0,1,0
1.24517E+18,Blue check fakenews CNN talking head angry that Okeefe does actual on-the-ground journalism on covid19,0,0,0,0,0,0,1,0,1,1,0
1.24517E+18,"Only getting on to say I have had my corona break down, Im not having a good time, and Im ready for it to be over And I miss Bailey",0,0,0,0,0,1,0,0,0,0,0
1.24516E+18,When I get my hair braided after all this corona shit its over for yall n words.,1,0,0,0,0,0,1,0,0,0,1
1.2452E+18,corona Arora is really a beemari My X-wife is Arora...,0,0,0,0,0,0,0,0,0,0,1
1.24786E+18,"Im such a hot ass butch rn! Thanx to corona my style, music taste and lifetstyle is IT! Thank you smh sending a post card!",0,0,0,0,0,0,1,0,0,0,1
1.24518E+18,Imagine this corona virus stuff was all an April fools prank say sike rn porfa,0,0,0,1,0,0,0,1,0,0,1
1.24522E+18,If anyone can tell corona to fuck off... proceed to do so cause a motha fucka bores out of his mind!!!,0,0,0,0,0,0,1,0,0,0,0
1.2452E+18,For real though can fsociety or MrRobot wipe out everyones debt during this COVID19 booochet?! Much appreciated yall,1,0,0,0,1,0,0,0,0,0,0
1.24523E+18,jaejoong baby theres a trend in jp not to spread lies about corona this april first n that includes lying that you have it,0,0,0,0,0,0,1,0,0,0,0
1.24519E+18,Eugenics George Soros Bill Gates Partner with China on Coronavirus Drug!,0,0,0,0,0,0,1,1,0,1,0
1.24523E+18,Sometimes Im minding my business and then all I hear is Cardi B saying Coronavirus,0,0,0,0,0,0,1,0,0,0,1
1.24518E+18,ORANGE CHICKEN = CHINESE FOOD CORONA VIRUS = YOU CANT CALL IT THE CHINESE VIRUS BECAUSE THATS RACIST. PLEASE HELP ME UNDERSTAND.,0,0,0,0,0,0,1,0,0,0,1
1.24516E+18,"I dont care what anyone says, COVID19 is definitely because decided to remove",0,0,0,0,0,0,0,0,0,0,1
1.24522E+18,can corona virus today just say HAH its been an april fools so we can all wake up tomorrow to a semi normal world again!,1,0,0,1,0,0,0,0,0,0,1
1.24522E+18,Omg my brother on his game arguing with somebody telling them thats why they got coronavirus these kids crazy,0,0,0,0,0,0,1,0,0,0,1
1.24515E+18,"I was doing so good, eating better and finally losing that birth control weight then boom, corona quarantine snacking boredom.",0,0,0,0,0,1,0,0,0,0,1
1.2452E+18,I swear if ANYBODY tries to pull an April Fools prank in this Coronavirus chaos....,0,0,0,0,0,0,1,0,0,0,1
1.24522E+18,The man says it like it is. Listen to him please. Follow his advice. coronavirus COVID19,1,0,0,0,0,0,0,0,0,0,0
1.24519E+18,"Due to Corona, we officially have three days of the week 1. Yesterday 2. Today 3. Tomorrow QuarantineLife",0,0,0,0,0,1,0,0,0,0,1
1.24517E+18,Corona virus ruined my senior year its ok tho Im making the best out of it,1,0,0,0,0,0,0,0,0,0,0
1.24519E+18,Me: what are you up to today? Dylan: the internet covid19,0,0,0,0,0,0,0,0,0,1,1
1.24523E+18,jan: ww3 feb: australia wildfires march: corona waiting for the next thing 2020 gonna throw,0,0,0,1,0,0,0,0,0,1,1
1.24521E+18,"So the wait is finally over in India guess what, Corona has found its religion.. Happens to be Muslim virus",0,0,0,1,0,0,1,0,0,0,1
1.24522E+18,Once this corona shit is over Im deff getting a on my butt cheek,1,0,0,0,0,0,0,0,0,0,1
1.24522E+18,Another year on this earth has gone by and I get to stay inside on my bday because Coronavirus being a hoe :-),0,0,0,0,0,1,1,0,0,1,0
1.24524E+18,White House predicts 100 000 - 240000 will die in USA from Corona virus.,0,0,0,0,0,0,0,0,1,1,0
1.24785E+18,1/16 CORONA VIRUS GOD DID IT ?? NATURAL EVIL GOD DID IT?? JESUS HAND WASHING?,0,0,0,0,0,0,0,0,0,1,0
1.24523E+18,I forsee a Real Race War in South Africa after this coronavirus. People's eyes and minds have been reconcietised.,0,0,0,1,1,0,0,0,0,1,0
1.24525E+18,"Breaking FoxNews Alert : Coronavirus death toll in US reaches 4,000",0,0,0,0,0,0,0,0,1,0,0
1.24786E+18,Fact:- The words Corona and Dalgona rhymes perfectly. Maybe this is the reason behind the trend dalgonaCoffee,0,0,0,0,0,0,0,0,0,1,1
1.2452E+18,Maybe he can release a revolutionary new app that for $9.99/month can help detect and contain COVID19,1,0,0,0,0,0,0,0,0,0,1
1.24514E+18,"Im scared to buy some weed, idk who corona filled fingers been bagging my shit.",0,0,0,0,1,0,0,0,0,0,1
1.24517E+18,"We need a stark reminder of the COVID19 challenges out there, we need to wake up and do better. 1/4",1,0,0,0,0,0,0,0,0,0,0
1.24525E+18,HERO OF THE TIME MURAD ALI SHAH PLEASE CHECK INCREASE IN THE CORONA VIRUS CASES YOU HAVE LEFT PUNJAB BEHIND BEST PERFORMANCE,0,0,0,0,1,0,1,0,0,0,0
1.24518E+18,polio ki tarah door to door Corona test ho...callme 8791777345,0,0,0,0,1,1,0,0,0,1,1
1.2452E+18,News updates from Hindustan Times at 9 AM: Coronavirus death rate lower than estimates: Study and all the latest news at this hour,0,0,0,0,0,0,0,0,1,0,0
1.24525E+18,I blame that beeitch Carole Baskin for the coronavirus. Putting me out of work she owes me a lot of money.,0,0,0,0,0,0,1,0,0,0,1
1.24525E+18,"8,50,000 corona cases :( Numbers keep on increasing COVID19",0,0,0,0,1,0,0,0,0,0,0
1.24519E+18,"My co-worker, who's friend in Italy tested POSITIVE to the coronavirus, then after 32 DAYS he got sick from it. NO SYMPTOMS for 32!!.",0,0,0,0,1,0,0,0,0,0,1
1.24521E+18,Meanwhile your Jeffrey Dahmer on steroids aka was doing sh*t all about COVID-19.,0,0,0,0,0,0,1,0,0,0,0
1.24785E+18,so long as there be diagnostics of coronavirus all vital opportunities of sectors cease Illuminatti,0,0,0,0,0,0,0,1,1,1,0
1.24514E+18,Anyone else hoping coronavirus is an elaborate AprilFoolsDay joke,0,0,0,0,0,0,0,0,0,1,1
1.24525E+18,Im finding it so stressful seeing names trending and clicking on them with dread COVID19 COVID19,0,0,0,0,1,0,0,0,0,0,1
1.24514E+18,please STOP LEAVING YOUR HOUSES AND TAKING THIS CORONAVIRUS STUFF AS A JOKE AND KEEP GOING OUT WITH FRIENDS AND STUFF SERIOUSLY,0,0,0,0,0,0,1,0,0,0,0
1.24514E+18,And apple wonder why they are hated. Best advertising campaign of the corona virus era,0,0,0,0,0,0,0,0,0,0,1
1.24524E+18,DANG!!! I officially know someone that has tested positive for corona virus OML,0,0,0,0,1,1,0,0,0,0,0
1.24514E+18,Were going through some biblical grade end-of-times shit rn. COVID19 IdahoEarthquake LocustInvasion,0,0,0,1,1,1,0,0,0,0,0
1.24517E+18,"31 March 2020 Confirmed: 75,122 Deaths: 4,525 coronavirus",0,0,0,0,0,0,0,0,1,0,0
1.24524E+18,Smoking Bluntz To Da Neck Vioce Rings In My Head Coronavirus besafe,0,0,0,0,0,0,0,0,0,0,1
1.24516E+18,This COVID19 quarantine has seen women rise to men's level in the thirst stakes. SelfIshoelation,0,0,0,1,0,0,0,0,0,0,1
1.24521E+18,Got a movie theater sized jack and coke since we gonna die anyway COVID19,0,0,0,1,0,0,0,0,0,0,1
1.2452E+18,Ur Director a TOTAL IGNORANT that missled the world ABOUT CHINA'S CORONA VIRUS! IS KILLING 000's WORLDWIDE! fired the incompetent!,0,0,0,0,0,0,1,0,0,0,0
1.24518E+18,So whos ready for everyone and there mother saying coronavirus isnt real April fools,0,0,0,0,0,0,1,0,0,0,1
1.2452E+18,"Chris, this is no time to get sick. Come on man, kill the Corona and come back on screen. Hurry up. BEST.",1,0,0,0,0,0,0,0,0,0,0
1.24518E+18,i would take a razor scooter to the ankle 50 times if it meant the end of corona,0,0,0,1,0,1,0,0,0,0,1
1.24519E+18,How cavalier politicians can be with people's property in the unfettered competition for the credit for saving their lives. coronavirus,0,0,0,0,0,0,1,0,0,0,0
1.24785E+18,Covid19 lockdown situation is like our own 'existential crisis' hanging over our heads.. PMKcallsCurfewExtension,0,0,0,0,1,1,0,0,0,1,0
1.24515E+18,One things for sure: Corona Virus has been really good for the environment.,1,1,0,0,0,0,0,0,0,1,0
1.24515E+18,I was supposed to go to Europe this fucking June and fucking corona took a big shit on my trip. Oh my god,0,0,0,0,0,0,1,0,0,0,0
1.24521E+18,Started buying the large bottles of wine so I wouldnt have more empties than I have days in quarantine strategies COVID19 WorkFromHome,1,0,0,1,0,0,0,0,0,1,1
1.24517E+18,"Welcome to April, I hope this will get better soon, Covid19 soon disappear from the earth.",1,0,0,0,0,0,0,0,0,0,0
1.24785E+18,bhilwara-has-become-a-global-role-model-by-breaking-the-corona-chain-with-efforts-made-by-the-state-government,0,1,0,0,0,0,0,0,1,0,0
1.24518E+18,"Asuma White House projects 120,000-240,000 coronavirus deaths in the US......",0,0,0,0,0,1,0,0,1,1,0
1.24522E+18,"busy busy busy, so many things to do, pandemics create work. no doubt COVID19 DigDigDig FundsFundsFuns",1,0,0,0,0,0,0,0,0,1,0
1.24516E+18,What do COVID19 and have in common? With no remorse theyll take your last breath or last dime.,0,0,0,0,0,1,1,0,0,0,0
1.24516E+18,"Friends of a certain age, am I the only one playing the Is it a fever or is it a hot flash game? COVID19 ThisIsATerribleGame",1,0,0,0,0,1,0,0,0,0,1
1.2452E+18,Hoping that China says the CoronaVirus was an April fools joke haha,0,0,0,0,0,0,0,0,0,0,1
1.24525E+18,In what world do you think making a joke for April fool about the coronavirus is OK???,0,0,0,0,0,0,1,0,0,0,0
1.24519E+18,"Are we sure the symptoms of corona virus arent bloating, weight gain, and alcohol poisoning?",0,0,0,0,0,0,0,0,0,0,1
1.24521E+18,Is there any e-commerce / delivery service working in Delhi for food items ? COVID19 CurfewInIndia Delhi,1,0,0,1,0,0,0,1,0,1,0
1.24525E+18,Still waiting for God to tell us this was all a big April Fools joke! Pls maybe? COVID19 CoronavirusPandemic AprilFoolsDay,0,0,1,0,0,0,0,0,0,0,1
1.24522E+18,"2020Diary 92/366 Hello world, today's April mop. Please tell me immediately, that Corona is a lie.",1,0,0,1,0,0,0,0,0,0,1
1.2452E+18,Thank god coronavirus hasnt stopped new K-pop,1,1,0,0,0,0,0,0,0,0,0
1.24524E+18,So relationships now go be like : would you like to get tested with me? : Corona or AIDS? : Corona first !,0,0,0,1,0,0,0,0,0,0,1
1.24516E+18,WHY ARE U USING COVID19 AS EXCUSE TO NOT GIVE SCHEDULE TO GOT7 WHEN OTHER GROUPS CAN???????,0,0,0,0,0,0,1,0,0,1,0
1.24524E+18,Chopper out during corona virus lol south central does not sleep or care smh,0,0,0,0,0,0,0,0,0,0,1
1.24522E+18,More free time bc corona and I STILL cant seem to figure out how to respond to ppl on bumble. I NEED HELP.,0,0,0,0,0,1,0,0,0,1,0
1.24525E+18,Deaths in Kenya: Coronavirus 1 : 2 Curfew to protect against spread of COVID19,0,1,0,0,0,0,0,0,1,0,0
1.24519E+18,"Corona has killed 1,the police already killed more than 2,.. And we call it prevention",1,0,0,1,0,0,1,0,0,0,0
1.24522E+18,Sigh. So from 1 to 224 within one month. Its been a long month. March 2020. coronavirushawaii,0,0,0,1,0,1,0,0,0,0,0
1.24519E+18,"Remember also not to touch your face in places like mouth, nose qnd eyes since corona virus enters the body via those parts jumiaheroes",1,0,0,0,0,0,0,0,0,1,0
1.24516E+18,Coronavirus cant kill Gods amazing sunsets every night !!,1,0,0,0,0,0,0,0,0,0,0
1.24519E+18,This is why I never made children...too much is wrong with this world Covid19 climatechange climatejustice cometaAtlas,0,0,0,1,1,0,0,0,0,0,0
1.24515E+18,This kills me...If I have to get tested for COVID19 Im gonna asked to be put to sleep...Im serious.,0,0,0,0,1,0,0,0,0,0,0
1.24521E+18,"Corona was a big early April fools joke haha, I get it haha.",0,0,0,0,0,0,0,0,0,0,1
1.24519E+18,"In between depressing CoronaVirus news, this was such an uplifting tweet! Welcome back Stabler!!! DUNDUN",1,0,0,0,0,0,0,0,0,0,0
1.24517E+18,Actually this year Corona is celebrating AprilFoolsDay by making all of us fool,0,0,0,0,0,1,0,0,0,0,1
1.24521E+18,Okay its april fools day can coronavirus say sike already,0,0,0,0,0,0,0,0,0,0,1
1.24514E+18,I thought April Fools' cancelled 'cause Coronavirus,0,0,0,0,0,0,0,0,0,0,1
1.24518E+18,"Really? Whats bidens plans for the corona virus in detail please, mr facts.",0,0,0,0,0,0,1,0,0,0,1
1.24523E+18,Its the ending the world. Send nudes to everyone you slightly like. Risk it before we all die.- COVID19 COVID19 coronavirus,0,0,0,0,0,0,0,0,0,1,1
1.24523E+18,I hope farting isn't among symptoms of Covid19 because the rate at which I have been farting since last week is alarming...,0,0,0,0,1,0,0,0,0,0,1
1.24524E+18,Very well said. Something good is also happening with COVID19. Let us make full use of it.,1,0,0,0,0,0,0,0,0,0,1
1.24525E+18,Anyone making jokes about getting corona will gwt these hands yep yep same with coming out jokes bye,0,0,0,0,0,0,1,0,0,0,1
1.24517E+18,Mile 12 Market will remain open. Farmers can still supply their fresh produce - COVID19 Mile12Market,1,0,0,0,0,0,0,0,1,0,0
1.24519E+18,"Judiciary is biased, impressed by anti Hindu, anti National media. Also Jail is not safe for prevention of corona. CoronaRiskForPrisoners",0,0,0,1,0,0,1,1,0,0,0
1.2452E+18,"the ministry of health, labor, and welfare sent me a survey on LINE to see if i might have coronavirus",0,1,0,0,0,0,1,0,0,1,0
1.24514E+18,You KNOW he ready to box the first nigga that make a coronavirus joke about him,0,0,0,0,0,0,0,0,0,0,1
1.24525E+18,"106 new confirmed case(s) in Austria totaling 10,298 in this place. Already 860,035 worldwide. coronavirus covid19 Austria",0,0,0,0,0,0,0,0,1,0,0
1.24524E+18,u cant just create an april fools joke on corona virus man.. ppl actually died bcs of it wtf,0,0,0,0,0,1,1,0,0,0,1
1.24515E+18,2020 sucks. Is there any good news? Anything good happening? Anything at all? coronavirus CODVID19 QuarantineLife,0,0,0,1,0,0,0,0,0,0,0
1.24518E+18,Gonna be deadass Ive got coronavirus jokes all day instead of the classic pregnant jokes enit. smh might sleep all day to avoid it,0,0,0,0,0,0,1,0,0,0,1
1.24517E+18,speaking of my daddy were probably not meeting in may because of stupid corona :(,0,0,0,0,0,1,0,0,0,0,0
1.24525E+18,Corona virus is helping the environment - Air on Earth is now getting cleaner,1,1,0,0,0,0,0,0,0,0,0
1.2452E+18,Is the corona going to prevent the rupauls drag race season finale from happening or????,0,0,0,1,0,0,0,0,0,0,1
1.24522E+18,"CoronaVirus must be Fought by everyone collectively ,not by deviding us on Religious line Muslims Islam",1,0,0,0,0,1,1,0,0,0,0
1.24516E+18,Today was okay I feel good about myself but the corona virus and job searching is really hard for my mental health,0,0,0,0,1,1,0,0,0,0,0
1.2452E+18,. colleagues talk about human rights-based responses to COVID19.,0,0,0,0,1,0,0,0,1,1,0
1.24773E+18,The biggest coronavirus fails right now are the USA UK governments.,0,0,0,0,0,0,1,0,0,1,0
1.24523E+18,Just a reminder...Kanika Kapoor was called Corona Kanya... Nobody had issue then?,0,0,0,0,0,0,1,0,0,0,1
1.24517E+18,Florida and Texas (among others) need to start to act NOW. coronavirus CoronaUpdate,0,0,0,0,0,0,1,0,1,0,0
1.24522E+18,It's called Islamic Corona jehad tablike jamat making full to all India during lockdown they are relizius terurrist,0,0,0,1,0,0,0,1,0,0,0
1.24515E+18,a few of my thoughts on the coronavirus: 1. Im gonna drink a bottle of wine 2. Lets review 1,0,0,0,0,0,0,1,0,0,0,1
1.24516E+18,Dis Corona of a tin na scam oo na competition country dey do o any country with the highest Corona cases world bank go give Dem money,0,0,0,0,0,0,1,0,0,1,0
1.24517E+18,on CNN Cuomo--economic expert Alexis Glick talks financial--the difficulties Americans are experiencing b/c of Coronavirus,0,0,0,0,0,0,0,0,1,0,0
1.2452E+18,Is it me or they just sitting back letting the corona cases deaths rack up ?,0,0,0,0,1,0,0,0,0,0,0
1.24521E+18,tomorrow in the news trump is gonna be like april fools the corona virus isn't real,1,0,0,0,0,0,0,0,0,0,1
1.24515E+18,Ima just be waiting for someone to say April fools Coronavirus was a just a joke tomorrow,0,0,0,0,0,0,0,0,0,0,1
1.24515E+18,One of the more important questions not being explored - how long does Covid_19 live on fake fur?,0,0,0,1,1,0,0,0,0,1,1
1.24514E+18,Implementing the Coronavirus task force and banning travel. Nice try sweetheart,0,0,0,0,0,0,1,0,1,0,1
1.24517E+18,"Only time imma stress corona is when Waffle House closes down, until then, bitch imma get me a waffle",0,0,0,0,0,0,1,0,0,0,1
1.24514E+18,Lmfao idk how yall do it my sister and bestfriend my happy place lol shit we gone corona together atp,0,0,0,0,0,0,0,0,0,0,1
1.24522E+18,it's 7:39p and i feel like i just woke up 2 hours ago :') i hate it here .... can this coronavirus just go away :(,0,0,0,0,0,1,1,0,0,0,0
1.24518E+18,"Every state, county, city and neighborhood has this coming at them. Yet many still wait to act COVID19US",0,1,0,0,1,0,1,0,0,0,0
1.24523E+18,Wouldn't it be wild if this whole pandemic were just a big April fools day prank? AprilFoolsDay COVID19,1,0,0,0,0,0,0,0,0,1,1
1.24519E+18,Once again PLEASE be careful and be safe especially with the coronavirus going around!,0,0,1,0,0,1,0,0,0,0,0
1.24785E+18,Do not use twitter for nothing. Pl Focus on CORONA VIRUS Help Needy citizens Peace Peace Peace,1,0,0,0,0,0,0,0,0,0,0
1.24522E+18,Just talked to my doctor friend and apparently the number one way to get the coronavirus is from tainted toilette paper. So thank you karma.,0,0,0,0,1,0,1,0,0,0,0
1.24515E+18,Are you being sarcastic? Trudeau gov disaster Liars Trudeau gov allowed coronavirus to spread in Canada.,0,0,0,0,0,0,1,1,0,0,0
1.24522E+18,Corona patient recovered at a private hospital. His employer footed the bill of Rs 12 lakh.,1,0,0,0,0,0,0,0,1,0,0
1.24515E+18,March has come and passed COVID-19 seems to forever last Wake me up when April ends covid19 COVID greenday,0,0,0,1,0,0,0,0,0,0,0
1.24518E+18,I miss singing my heart out at church every Sunday :( corona GO AWAY,0,0,0,0,0,1,1,0,0,0,0
1.24521E+18,What if they opened saga back up after corona. I think we need a petition,0,0,0,0,0,1,1,0,0,1,1
1.24523E+18,"No, anti-vaxxer mom in my fb feed, Bill Gates is not going to to fucking inject people with some corona virus microchip implant.",0,0,0,0,0,0,1,0,0,0,1
1.24517E+18,Risked getting corona going to the store just to buy modern warfare 2 campaign remastered!! :),0,0,0,0,1,0,0,0,0,0,1
1.24525E+18,It's come to my attention those on AusStudy don't qualify for the Coronavirus supplement for each fortnight. Students bent over again,0,0,0,0,1,0,1,0,0,1,0
1.24785E+18,Covid19 please end soon as possible i wanna meet my bebe and my family,0,0,0,0,0,1,0,0,0,0,0
1.24518E+18,Listen to granny and do as you're told yer selfish twats! COVID19 StayAtHome SocialDistancing,0,1,0,0,0,0,1,0,0,0,1
1.24514E+18,This was is a hell of a way to kick off the NewDecade FactsMatter COVID19 TrumpIsAVirus TrumpLiesPeopleDie AllInThisTogether,0,0,0,0,0,0,1,0,0,1,0
1.24519E+18,Happy April fools yall Please stay safe and be sensitive to the situation- Aka dont make any COVID19 jokes,1,0,0,0,0,0,1,0,0,0,0
1.24514E+18,"Does anyone know if Russia, Syria or North Korea has the corona virus? Not hearing anything at all about those countries.",0,0,0,0,0,0,0,0,0,1,0
1.24522E+18,Finally after roaming around the world Corona accepted Islam in India. IStandWithTabligiJamat Islamophobicindianmedia,1,0,0,0,0,0,0,0,0,0,1
